"Fon Kodu","Fon Adı","Şemsiye Fon Türü","1 Ay (%)","3 Ay (%)","6 Ay (%)","Yılbaşı (%)","1 Yıl (%)","3 Yıl (%)","5 Yıl (%)"
"IVY","İSTANBUL PORTFÖY BLOCKCHAIN TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","5,2294","20,5563","13,9784","15,3915","50,1120","349,1044","-"
"RBV","ALBARAKA PORTFÖY KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU","Katılım Şemsiye Fonu","3,3423","9,8442","21,2261","20,1307","50,0274","164,5229","250,4341"
"DPK","DENİZ PORTFÖY KİRA SERTİFİKALARI KATILIM (TL) FONU","Katılım Şemsiye Fonu","3,1282","9,7403","21,0355","19,9631","49,9755","166,9558","257,0920"
"KTV","KUVEYT TÜRK PORTFÖY KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU","Katılım Şemsiye Fonu","3,1612","9,8403","20,9737","19,8904","49,8181","157,8692","238,8738"
"ZPG","ZİRAAT PORTFÖY KİRA SERTİFİKALARI (SUKUK) KATILIM FONU","Katılım Şemsiye Fonu","3,3262","10,1573","21,3237","20,2959","49,4705","174,8474","278,4866"
"TPP","TEB PORTFÖY PUSULA SERBEST FON","Serbest Şemsiye Fonu","1,1397","15,1592","23,4502","19,3871","49,1663","557,6371","1.920,8947"
"OIR","OSMANLI PORTFÖY DENGELİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,2326","11,6443","23,8574","22,3990","49,1572","-","-"
"ILZ","İŞ PORTFÖY TEMKİNLİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","4,6103","13,0223","20,4442","18,8969","48,7013","251,3314","-"
"TPF","TACİRLER PORTFÖY BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,7148","12,2607","22,3924","21,0552","48,3169","111,8855","232,7478"
"GPB","GARANTİ PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,4519","11,6671","21,6267","20,7621","48,2344","178,5070","297,6806"
"IOG","İŞ PORTFÖY GÜMÜŞ SERBEST FON","Serbest Şemsiye Fonu","10,1950","13,0536","34,9274","37,8072","47,5179","278,1974","-"
"GLS","AZİMUT PORTFÖY  KİRA SERTİFİKALARI (SUKUK) KATILIM FONU","Katılım Şemsiye Fonu","2,3050","9,2709","19,6215","18,3915","47,0885","173,4048","284,9952"
"SUA","ÜNLÜ PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","4,4230","12,7256","23,0922","21,4988","46,7394","242,5839","469,7044"
"OPF","OSMANLI PORTFÖY AGRESİF DEĞİŞKEN FON","Değişken Şemsiye Fonu","6,3545","13,3023","20,7217","21,3636","46,4846","-","-"
"GTZ","GARANTİ PORTFÖY GÜMÜŞ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","9,5531","13,3981","35,0593","37,6030","46,4359","241,7856","-"
"EIB","QİNVEST PORTFÖY DEĞİŞKEN FON","Değişken Şemsiye Fonu","2,7916","9,9827","22,3348","17,9470","46,3701","304,2644","558,4534"
"HDK","HEDEF PORTFÖY VEGA İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","3,0645","10,0125","19,3050","18,0839","46,3601","-","-"
"AIS","AK PORTFÖY KİRA SERTİFİKALARI KATILIM FONU","Katılım Şemsiye Fonu","3,1917","8,9627","20,1397","19,1111","46,3585","164,2091","233,6713"
"IAT","İŞ PORTFÖY KİRA SERTİFİKALARI KATILIM (TL) FONU","Katılım Şemsiye Fonu","3,2745","9,1401","19,9254","18,9992","46,0241","153,4789","242,6211"
"BTE","BV PORTFÖY OYUN VE TEKNOLOJİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","8,9915","15,9030","30,4384","26,4292","46,0036","-","-"
"FJB","FİBA PORTFÖY BLOK ZİNCİRİ TEKNOLOJİLERİ SERBEST FON","Serbest Şemsiye Fonu","9,9445","18,6697","19,7964","21,1497","45,8973","284,6198","-"
"YTD","YAPI KREDİ PORTFÖY YABANCI FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","8,9654","17,4371","20,2496","25,7103","45,4059","210,4602","752,2018"
"YKS","YAPI KREDİ PORTFÖY İSTANBUL SERBEST FON","Serbest Şemsiye Fonu","2,6896","10,9761","23,8204","22,7022","45,1282","234,7898","532,4799"
"NHP","NEO PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,3263","11,2851","18,4462","17,0691","45,1266","248,8614","-"
"PPS","PHİLLİP PORTFÖY BİRİNCİ SERBEST FON","Serbest Şemsiye Fonu","9,7526","13,0023","32,9799","34,6194","45,0111","132,9084","-"
"AFT","AK PORTFÖY YENİ TEKNOLOJİLER YABANCI HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","9,7408","15,7608","19,1242","21,2145","44,7342","297,7028","966,2418"
"GO2","FONERİA PORTFÖY KATILIM FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,2645","10,7064","23,6921","21,9869","44,6228","-","-"
"MJG","AKTİF PORTFÖY GÜMÜŞ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","8,7185","12,9752","34,9413","37,4148","44,5672","263,3602","-"
"FBV","İŞ PORTFÖY MODEL SERBEST FON","Serbest Şemsiye Fonu","3,2737","5,3033","13,8886","13,6615","44,3173","250,2157","-"
"TE3","TEB PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","4,3162","11,2523","18,3366","17,4670","44,2386","208,4462","358,7649"
"YFV","YAPI KREDİ PORTFÖY KİRA SERTİFİKALARI KATILIM FONU","Katılım Şemsiye Fonu","3,3086","9,3714","21,3903","20,6642","44,2178","159,5091","265,4435"
"ZFB","AK PORTFÖY FİNTEK VE BLOKZİNCİRİ TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","5,1561","10,4886","22,6232","22,5326","43,9957","330,2076","-"
"ICD","ICBC TURKEY PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,5034","9,1749","16,3067","15,1737","43,6538","247,1284","393,5121"
"FMG","QNB PORTFÖY GÜMÜŞ SERBEST FON","Serbest Şemsiye Fonu","9,7660","11,3145","34,1334","36,6327","43,5815","-","-"
"GTF","AZİMUT PYŞ BİRİNCİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,7527","9,6483","16,7291","14,5137","43,3002","159,5031","268,0110"
"DMG","DENİZ PORTFÖY GÜMÜŞ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","9,3736","11,7487","34,3475","36,5651","43,1934","243,1979","-"
"HPO","HSBC PORTFÖY ÇOKLU VARLIK BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","2,6502","9,8378","18,8438","17,8130","43,0512","198,2559","334,2503"
"TI4","İŞ PORTFÖY TEMKİNLİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","4,6105","11,3907","21,6724","20,3200","43,0131","241,6151","404,3259"
"GAH","GARANTİ PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,1488","11,0505","22,5839","20,9972","42,7354","244,2842","451,6566"
"YZG","YAPI KREDİ PORTFÖY GÜMÜŞ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","9,1612","11,5121","32,3033","34,8730","42,4629","258,2911","-"
"RPD","RE-PIE PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,9057","7,9936","22,9305","19,3693","42,4017","434,5645","-"
"IJP","İŞ PORTFÖY BLOCKCHAİN TEKNOLOJİLERİ KARMA FON","Karma Şemsiye Fonu","7,0122","13,8029","21,5512","21,6455","42,2718","289,5745","-"
"HMG","HSBC PYŞ MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST (TL) FON(HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","0,2120","4,3856","16,0175","15,3297","42,1198","241,8424","-"
"GZP","GARANTİ PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,9142","11,3841","22,2188","21,2226","41,8141","240,7239","-"
"IJH","ICBC TURKEY PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","2,7555","9,8010","17,9758","16,7193","41,7893","299,8908","-"
"EUN","GARANTİ PORTFÖY İKİNCİ SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","5,3441","15,3329","27,4333","27,3183","41,6164","-","-"
"AUT","ATA PORTFÖY DENGELİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","2,7901","11,3058","18,2674","16,6951","41,5767","141,6704","212,0453"
"IUF","İŞ PORTFÖY YEDİNCİ SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","5,8070","16,2280","30,0764","30,3853","41,2616","192,5640","-"
"GPI","GARANTİ PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,1661","10,8840","22,0784","20,5278","41,2428","245,9908","491,3977"
"ARL","AK PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,5715","10,5846","19,9354","18,4802","41,0238","240,8575","460,4777"
"GMC","TEB PORTFÖY GÜMÜŞ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","9,3433","11,2324","33,2283","35,4783","40,9557","-","-"
"CVK","INVEO PORTFÖY ÇOKLU VARLIK KATILIM FONU","Katılım Şemsiye Fonu","2,9921","10,1429","20,0492","18,8299","40,5615","-","-"
"GUM","AK PORTFÖY GÜMÜŞ FON SEPETI FONU","Fon Sepeti Şemsiye Fonu","8,9933","10,8373","32,8542","35,1918","40,1715","241,6727","-"
"IRV","İSTANBUL PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON","Serbest Şemsiye Fonu","3,1601","10,5476","21,5636","20,5210","40,1095","266,7806","-"
"ZSF","ZİRAAT PORTFÖY S&P/OIC COMCEC (İSEDAK) 50 SHARİAH ŞİRKETLERİ YABANCI HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","2,5366","13,4384","21,0569","19,9825","39,8978","181,4674","-"
"EIC","QİNVEST PORTFÖY İKİNCİ DEĞİŞKEN FONU","Değişken Şemsiye Fonu","2,3753","11,9552","18,9508","15,9953","39,8319","317,6763","655,6325"
"TJT","TEB PORTFÖY ALTINCI SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","5,2056","14,6396","26,6400","26,0720","39,7122","205,3813","-"
"FNO","QNB PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,2358","12,6425","24,6210","23,6367","39,6289","230,1084","506,7627"
"ZDD","ZİRAAT PORTFÖY TEMKİNLİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,5995","12,5584","20,9472","19,3157","39,5708","227,3770","384,7011"
"PDD","QİNVEST PORTFÖY KATILIM FONU","Katılım Şemsiye Fonu","2,2846","8,9792","17,2799","16,0909","39,4634","198,2962","-"
"GPF","GARANTİ PORTFÖY ÇOKLU VARLIK KATILIM FONU","Katılım Şemsiye Fonu","2,7273","9,4983","25,0085","23,0230","39,3494","162,9434","264,2971"
"ZBO","ZİRAAT PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","2,3735","6,6892","16,2845","10,5372","39,1743","134,9088","-"
"TPC","TEB PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","7,6377","13,6404","30,2405","30,2024","39,1290","171,3186","524,1569"
"GPU","GARANTİ PORTFÖY ÜÇÜNCÜ DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,0380","12,3920","19,7859","18,0601","38,7896","249,4629","538,6930"
"HOA","HSBC PORTFÖY TEKNOLOJİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","6,5728","14,2748","22,8003","24,0271","38,5799","303,7396","627,3663"
"DSD","DENİZ PORTFÖY İKİNCİ SERBEST (DÖVİZ_AVRO) FON","Serbest Şemsiye Fonu","5,7194","14,4292","28,4983","27,8424","38,3347","219,0929","592,0947"
"MET","GARANTİ PORTFÖY METAVERSE VE YENİ TEKNOLOJİLER DEĞİŞKEN FON","Değişken Şemsiye Fonu","5,8743","17,3058","24,2426","24,9952","38,2865","312,1364","-"
"AN1","STRATEJİ PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,7634","10,6561","6,7326","4,4522","38,0876","362,9873","819,5588"
"KCV","KUVEYT TÜRK PORTFÖY ÇOKLU VARLIK KATILIM FONU","Katılım Şemsiye Fonu","2,9746","10,0992","20,2430","19,1669","37,9056","-","-"
"MGH","TEB PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","2,0037","7,9372","11,4824","8,7759","37,7418","-","-"
"OPL","OSMANLI PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","1,3317","10,0151","23,3125","21,8025","37,7244","254,3829","-"
"DPB","DENİZ PORTFÖY SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","3,2976","8,1426","19,6815","18,8868","37,6495","282,2992","819,4175"
"FZJ","FİBA PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,2028","9,8623","17,8334","16,2958","37,5761","229,9307","-"
"GA1","GARANTİ PORTFÖY BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,6368","10,3253","14,2843","11,8608","37,3520","158,8561","253,5398"
"IKP","İŞ PORTFÖY YENİLENEBİLİR ENERJİ KARMA FON","Karma Şemsiye Fonu","6,6031","17,4748","27,0897","26,6157","37,3466","170,7732","-"
"ITP","İŞ PORTFÖY TEKNOLOJİ KARMA FON","Karma Şemsiye Fonu","6,6641","14,6961","17,7543","18,1389","37,1638","312,7760","-"
"ZMT","AZİMUT PORTFÖY 22.0 SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","4,4699","13,3264","27,4904","26,5976","37,1053","-","-"
"DVT","DENİZ PORTFÖY METAVERSE VE DİJİTAL YAŞAM TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","7,0060","11,7239","15,1880","14,1794","36,8487","-","-"
"DZM","DENİZ PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","3,1992","7,2690","17,3700","16,8175","36,7985","260,3968","821,1403"
"FBZ","FİBA PORTFÖY TEKNOLOJİ SERBEST FON","Serbest Şemsiye Fonu","5,6726","11,1562","20,1415","19,4411","36,2982","130,0805","-"
"FFH","QNB PORTFÖY ÇOKLU VARLIK KATILIM FONU","Katılım Şemsiye Fonu","3,6659","8,9616","19,4960","18,1378","36,2487","232,4336","-"
"OFS","OYAK PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","5,1912","9,7413","19,6687","18,3176","36,2202","240,9132","-"
"KIF","TRIVE PORTFÖY EMTİA SERBEST FON","Serbest Şemsiye Fonu","3,0884","4,3915","24,0889","23,7737","35,9592","-","-"
"ODP","OSMANLI PORTFÖY BİRİNCİ SERBEST FON","Serbest Şemsiye Fonu","6,3838","12,5630","17,6228","18,3145","35,7567","263,8337","-"
"KTM","KUVEYT TÜRK PORTFÖY BİRİNCİ KATILIM (TL) FONU","Katılım Şemsiye Fonu","2,1285","8,7528","17,3384","15,7074","35,7423","287,5441","588,4058"
"TI6","İŞ PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","3,3600","9,8751","14,8862","12,8435","35,6658","146,6549","222,8363"
"RBK","ALBARAKA PORTFÖY KATILIM FONU","Katılım Şemsiye Fonu","2,5471","7,8634","17,6143","17,1584","35,6555","173,2681","446,9777"
"OTK","OYAK PORTFÖY BİRİNCİ KATILIM SERBEST FON","Serbest Şemsiye Fonu","3,3388","11,1110","18,8268","17,3680","35,5687","135,8747","268,7304"
"MTV","AK PORTFÖY METAVERSE VE DİJİTAL YAŞAM TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","5,2910","14,2945","22,7796","23,0513","35,4370","262,4603","-"
"DBB","DENİZ PORTFÖY BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,4425","9,5351","15,7792","13,1205","35,3788","129,0513","191,1079"
"TZT","ZİRAAT PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","3,2997","11,8182","11,5435","9,5716","35,3042","158,8047","280,7020"
"LLA","ALLBATROSS PORTFÖY AYDIN HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","5,1642","41,2486","61,8511","60,2490","35,0978","-","-"
"MTX","TEB PORTFÖY METAVERSE VE DİJİTAL TEKNOLOJİLER DEĞİŞKEN FON","Değişken Şemsiye Fonu","7,0976","16,4144","20,9535","21,2440","35,0616","276,0767","-"
"KTJ","KUVEYT TÜRK PORTFÖY TEKNOLOJİ KATILIM FONU","Katılım Şemsiye Fonu","7,3474","16,5188","20,7941","22,2942","35,0209","-","-"
"YVG","YAPI KREDİ PORTFÖY SARIYER SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","4,4771","12,8803","27,3389","26,6349","34,8369","194,2415","-"
"NVZ","NEO PORTFÖY ORSA SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","4,4236","12,7135","26,2933","25,5925","34,7666","-","-"
"KTN","KUVEYT TÜRK PORTFÖY KİRA SERTİFİKALARI KATILIM (TL) FONU","Katılım Şemsiye Fonu","4,4585","3,4220","12,6586","11,7196","34,6001","130,7086","208,1502"
"YTY","YAPI KREDİ PORTFÖY TARABYA SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","4,4836","12,5601","27,2493","26,5837","34,5773","-","-"
"KRF","KARE PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","2,7701","7,7622","11,8370","11,0585","34,4626","312,8329","860,2309"
"TFF","TEB PORTFÖY AMERİKA TEKNOLOJİ YABANCI BYF FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","6,3759","10,3964","9,1321","10,5124","34,4585","261,6629","813,6827"
"ONK","AK PORTFÖY ONİKİNCİ SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","4,4997","12,5895","27,1757","26,5192","34,2285","-","-"
"IDF","İŞ PORTFÖY SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,7776","7,3967","17,1554","17,7063","34,1789","191,6645","668,7389"
"YPK","YAPI KREDİ PORTFÖY GALATA SERBEST FON","Serbest Şemsiye Fonu","3,6789","12,8735","11,4155","8,1528","34,1546","226,9518","499,5283"
"PFS","ATLAS PORTFÖY FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","2,5880","10,1406","19,7538","18,7477","34,1418","-","-"
"DOV","DENİZ PORTFÖY ONÜÇÜNCÜ SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","4,4959","12,5112","27,0919","26,4583","34,1404","-","-"
"FI3","QNB PORTFÖY BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,1600","11,0295","13,5089","10,9175","33,9009","139,1346","212,6376"
"OLA","OSMANLI PORTFÖY İKİNCİ SERBEST (DÖVİZ- AVRO) FON","Serbest Şemsiye Fonu","4,3464","12,5167","26,0519","25,4598","33,8807","187,5057","-"
"GZJ","GARANTİ PORTFÖY İKİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,3762","9,8696","16,3092","14,9847","33,8601","265,0737","-"
"APT","AK PORTFÖY ORTA VADELI BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,5930","12,2793","15,5563","13,2715","33,8486","84,0048","127,8349"
"AFA","AK PORTFÖY AMERİKA YABANCI HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","7,4560","12,2132","13,5742","14,8859","33,7841","253,1052","965,9784"
"FSR","FİBA PORTFÖY İKİNCİ SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","4,4439","12,4056","26,9676","26,3213","33,5377","-","-"
"FFP","QNB PORTFÖY FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","2,0712","8,9158","15,5374","13,8803","33,3830","194,8602","-"
"MJL","AKTİF PORTFÖY AKTİF SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","4,4416","12,3954","26,8267","26,2060","33,3363","169,3741","-"
"EUZ","GARANTİ PORTFÖY SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","4,4863","12,5145","26,9561","26,3201","33,3080","187,8687","-"
"RBI","RE-PIE PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,8063","6,7674","15,5985","15,1976","33,2089","-","-"
"FKE","QNB PORTFÖY KRİSTAL SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","4,4231","12,3634","26,8619","26,2305","33,1550","-","-"
"YCY","İSTANBUL PORTFÖY KATILIM FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","4,3735","11,9532","21,9972","20,6860","33,1087","136,6226","-"
"IDO","İŞ PORTFÖY ONDOKUZUNCU SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","4,4678","12,4209","26,8323","26,2023","33,0948","-","-"
"IUV","İŞ PORTFÖY BEŞİNCİ SERBEST (DÖVİZ)  FON","Serbest Şemsiye Fonu","3,1096","7,6152","16,9555","17,5177","33,0285","200,8089","-"
"GLC","AKTİF PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,4830","8,3143","17,7536","16,1523","32,8002","229,7770","-"
"AFV","AK PORTFÖY AVRUPA YABANCI HİSSE SENEDİ FONU","Hisse Senedi Şemsiye Fonu","4,0726","10,5312","35,1585","34,1084","32,7644","231,8723","795,2672"
"EDU","İŞ PORTFÖY TEV EĞİTİME DESTEK DEĞİŞKEN FON","Değişken Şemsiye Fonu","1,7658","10,6988","8,1411","5,8016","32,6786","-","-"
"GZZ","GARANTİ PORTFÖY FİNANS SEKTÖRÜ DEĞİŞKEN FON","Değişken Şemsiye Fonu","6,1732","10,4439","19,3254","16,9697","32,6163","286,1722","-"
"OBI","OYAK PORTFÖY İKİNCİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","3,2212","11,5850","15,1770","12,3595","32,4532","-","-"
"TPZ","TEB PORTFÖY KİRA SERTİFİKALARI (DÖVİZ) KATILIM FONU","Katılım Şemsiye Fonu","2,6616","7,4335","16,7997","16,2801","32,4220","201,1432","657,3193"
"SPE","AZIMUT PORTFÖY 5.0 SERBEST (DÖVIZ) FON","Serbest Şemsiye Fonu","3,5353","7,5201","16,1616","15,6679","32,3849","230,0172","850,0172"
"ZP9","ZİRAAT PORTFÖY AKİK KATILIM SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","4,1552","11,4531","25,3191","24,7028","32,0525","-","-"
"PSL","AZİMUT PORTFÖY 8.0 SERBEST FON","Serbest Şemsiye Fonu","2,9542","5,2059","15,5361","14,7242","31,8546","196,3155","-"
"KAV","KUVEYT TÜRK PORTFÖY ALTINCI KATILIM SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","4,3541","12,0848","26,0887","25,4896","31,8483","-","-"
"TE4","TEB PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","4,7004","12,7656","23,8266","21,5715","31,8374","186,3467","-"
"FJZ","FİBA PORTFÖY FIRTINA SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,6725","7,5754","17,1838","16,5176","31,6446","218,6816","-"
"YZK","YAPI KREDİ PORTFÖY KALAMIŞ SERBEST FON","Serbest Şemsiye Fonu","3,6192","7,5197","17,3660","15,8675","31,5405","191,5277","-"
"OUD","OSMANLI PORTFÖY ATLANTİK SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,8603","7,3298","16,7534","16,2999","31,4405","213,0370","-"
"DBH","DENİZ PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","2,5112","6,3485","16,3394","15,8897","31,3074","255,4234","779,1721"
"ARM","AK PORTFÖY İKİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,2330","8,9285","15,5009","13,6717","31,2963","242,0335","539,8210"
"MPN","AKTİF PORTFÖY İKİNCİ AKTİF SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","3,0104","7,2947","16,8721","16,0693","31,2748","211,1690","552,7023"
"DSP","DENİZ PORTFÖY DENGELİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,2073","9,6760","19,4913","17,8999","31,1838","267,2189","509,3524"
"GO3","FONERİA PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","4,6897","10,8800","20,5404","18,6828","31,0914","-","-"
"KUB","KARE PORTFÖY DEĞİŞKEN  (DÖVİZ) FONU","Değişken Şemsiye Fonu","3,2707","5,9801","12,2323","12,3437","30,9081","226,1737","832,6077"
"IJZ","İŞ PORTFÖY SİBER GÜVENLİK TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,5860","12,8419","13,4607","12,4720","30,9038","361,5224","-"
"ZPF","ZİRAAT PORTFÖY KATILIM FONU (DÖVİZ)","Katılım Şemsiye Fonu","2,5524","7,2943","16,2814","15,8512","30,8386","186,5385","570,9741"
"TPJ","TEB PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,8628","7,1866","15,7173","15,1898","30,7857","193,8209","654,3493"
"OFI","OYAK PORTFÖY İKİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","5,6664","10,1166","21,3640","20,5426","30,6790","-","-"
"YOT","YAPI KREDİ PORTFÖY BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,0162","10,0376","13,9934","10,7394","30,6068","138,8496","253,9809"
"FSH","FİBA PORTFÖY FON SEPETİ SERBEST FON","Serbest Şemsiye Fonu","8,7566","15,6734","15,9359","16,1938","30,6006","-","-"
"ZCN","ZİRAAT PORTFÖY EMTİA FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,9130","7,3968","23,0671","22,8093","30,3834","-","-"
"FPE","FİBA PORTFÖY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ) FONU","Borçlanma Araçları Şemsiye Fonu","3,0393","7,3591","16,2388","15,8193","30,2745","217,0116","691,9622"
"AGC","AK PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","2,8074","7,2368","16,5154","15,7687","30,2416","150,1478","490,9092"
"YUN","YAPI KREDİ PORTFÖY İSTİNYE SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,6094","6,7971","15,5576","15,1402","30,1840","-","-"
"ODS","OYAK PORTFÖY İKİNCİ SERBEST(DÖVİZ) FON","Serbest Şemsiye Fonu","2,2208","6,5399","14,9699","14,2087","30,1220","217,0170","656,6879"
